epochs,loss
0,0.3793813504744321
1,0.11929456955598046
2,0.10228870771566613
3,0.09756466609218882
4,0.09279826368826131
5,0.08973695730997457
6,0.0919626520610311
7,0.08483201458067116
8,0.08284044289030135
9,0.07793986276050822
10,0.08000052955725954
11,0.07699595772040387
12,0.071802445105277
13,0.0736077046668571
14,0.0716939089147167
15,0.06836868644071122
16,0.07091215058850746
17,0.07045822641036163
18,0.06325373607170251
19,0.06456882808642048
20,0.06344184839528882
21,0.0634620965898244
22,0.0599933739609292
23,0.06045097011115609
24,0.06131788179562944
25,0.06042921876845261
26,0.05711441185687565
27,0.05432933843177226
28,0.05459112607382445
29,0.056271844543516636
30,0.05287811636743653
31,0.057786945518778846
32,0.05068602722733178
33,0.053299843883400574
34,0.050345104330012366
35,0.0479729228407248
36,0.05089356529707503
37,0.04986113600898534
38,0.04520018668457245
39,0.047713164421212345
40,0.04778170476331272
41,0.04520573085432665
42,0.04757110843072749
43,0.04418248957436946
44,0.0465872023293438
45,0.04322765302559775
46,0.04234777158772987
47,0.04677823660636528
48,0.044520897014687456
49,0.04231253271508548
50,0.04116799390693712
51,0.04281586221703845
52,0.040135065319999635
53,0.040875872804058924
54,0.04049000902644669
55,0.04108503867044217
56,0.04084444828590171
57,0.040669821784831583
58,0.04033068608259782
59,0.04043341980367485
60,0.04060560790175158
61,0.039445290762361966
62,0.04130287081029059
63,0.03872109870038306
64,0.038766104695645884
65,0.03963811294589606
66,0.03713661946433907
67,0.03800963943487861
68,0.0435671558112113
69,0.038699718282764986
70,0.03623346650662521
71,0.03710648461451961
72,0.03933841751293383
73,0.037095151369511664
74,0.03683647340060108
75,0.03736512285993538
76,0.038296198970379516
77,0.03984725336259645
78,0.03482733068004665
79,0.03469683711106578
80,0.03608537823634429
81,0.0363821269517454
82,0.03566567215602845
83,0.037678889891443156
84,0.03523414885987424
85,0.034050177427060485
86,0.03346632078238246
87,0.034891448174473934
88,0.03522137168329209
89,0.03510146447095192
90,0.0330624669441022
91,0.03327343968622801
92,0.033273155729855515
93,0.03497144022710725
94,0.03340646871624307
95,0.034346353088039905
96,0.03441209391975361
97,0.034161265991214246
98,0.03359303039744393
99,0.033897755059620574
