epochs,loss
0,0.30038475328683856
1,0.13067759092897177
2,0.09195209038630128
3,0.07413043637946248
4,0.06369888841360807
5,0.0644622524306178
6,0.06333028301224113
7,0.06019099020585418
8,0.05660448412597179
9,0.053366026476025584
10,0.05310343002155423
11,0.04863676804304123
12,0.04921338826790452
13,0.04832827816158533
14,0.047349239230155944
15,0.049178527563810345
16,0.047117193944752216
17,0.0456305165681988
18,0.04476892458461225
19,0.04421507624350488
20,0.04403589964285493
21,0.04623656485415995
22,0.042325374940410256
23,0.03882792735099792
24,0.04112445570901036
25,0.03996504529938102
26,0.039309121791273355
27,0.03911908837780356
28,0.03830500354245305
29,0.0394167223777622
30,0.03826244354434311
31,0.0382982601672411
32,0.03463268126733601
33,0.03741066807694733
34,0.03606061393581331
35,0.034774486361071465
36,0.03567545350827277
37,0.03342106333747506
38,0.034539570881053805
39,0.0340202356595546
40,0.0330973956566304
41,0.03267386211268604
42,0.032261112799867986
43,0.03096162592433393
44,0.034143399365246296
45,0.030476028319448234
46,0.030426214389503003
47,0.031323094882071016
48,0.031304873945191505
49,0.031654045414179564
