epochs,loss
0,0.2548485270887613
1,0.14874517594277858
2,0.11194125441461801
3,0.0832584437020123
4,0.0768476345166564
5,0.07486784699559211
6,0.07589522968232632
7,0.07055157399177552
8,0.0675730397850275
9,0.061664160642772914
10,0.05947893676161766
11,0.05220043820142746
12,0.05329273181036115
13,0.051600611245259644
14,0.050914969976991416
15,0.05213035805523396
16,0.0484752658046782
17,0.046482702642679216
18,0.04458095874078572
19,0.04496627324260771
20,0.04439564538747072
21,0.0471248825956136
22,0.041640143476426604
23,0.0373522171266377
24,0.03977824816294014
25,0.041186207670718435
26,0.03760089091956616
27,0.03652530794963241
28,0.03844242471083999
29,0.03707301597110927
30,0.037231514871120454
31,0.037719571206718684
32,0.03322444196790457
33,0.035982811201363804
34,0.03483594383299351
35,0.03243583823926747
36,0.034018039021641015
37,0.03265784200280905
38,0.03416980490274727
39,0.03262615912035108
40,0.03085651322454214
41,0.032279885109513996
42,0.030733646102249622
43,0.02853408295661211
44,0.031518384858965874
45,0.03077990779466927
46,0.02940382414497435
47,0.030144250681623817
48,0.031201167903840542
49,0.028796575652435423
