epochs,loss
0,0.2410465164049979
1,0.12789405278501012
2,0.10650474728355484
3,0.09431326743816176
4,0.08650952217078978
5,0.08137886051929766
6,0.07296637924117667
7,0.07665898882213139
8,0.07273962711464733
9,0.06485810882652239
10,0.06148745126331285
11,0.05497961097787465
12,0.05154905120481647
13,0.052975843735640085
14,0.050890088058827866
15,0.04874356732433362
16,0.05265201256430197
17,0.05008590240557227
18,0.048408163839109966
19,0.04872944810607981
20,0.04794287013881389
21,0.047539115034704725
22,0.04263804910794621
23,0.04313552858413107
24,0.042894890242736905
