epochs,loss
0,0.38954347851872445
1,0.16254680156707763
2,0.13808540818095208
3,0.13806863124668597
4,0.11068632031977177
5,0.10515872403979301
6,0.10300299747288227
7,0.09797567494213581
8,0.08692654384672642
9,0.09080476181954146
10,0.06567311685532332
11,0.06357388000935316
12,0.05752197946608067
13,0.05275078981369734
14,0.05248124746978283
15,0.05936835117265582
16,0.04892738170176744
17,0.048751704029738906
18,0.05349162957817316
19,0.04508141915500164
20,0.05263253225758672
21,0.04299406944960356
22,0.04006885694339871
23,0.045868872206658126
24,0.046099725238978866
25,0.04581742294877768
26,0.04082521600648761
27,0.04239473632723093
28,0.03936462767794728
29,0.03776224947720766
30,0.040748975478112695
31,0.03545745967328549
32,0.03926067954674363
33,0.03705421020835638
34,0.03564554461464286
35,0.04068287935107946
36,0.03235489656031132
37,0.037320835396647455
38,0.03281652054935694
39,0.03363570723310113
40,0.030483880672603846
41,0.03646370825544
42,0.03125276931375265
43,0.03601871149614453
44,0.03198121582716704
45,0.029892538592219353
46,0.02840601658821106
47,0.03073876282572746
48,0.031351049281656745
49,0.031979851588606834
