epochs,loss
0,0.28338337191939356
1,0.10819533932954073
2,0.0860446650646627
3,0.07585248851776123
4,0.06541015265509487
5,0.06952329400926828
6,0.06678103351220488
7,0.06130595028027892
8,0.055069482065737245
9,0.0557212210483849
10,0.053990929555147886
11,0.04987098693847656
12,0.04879963254928589
13,0.04705941529944539
14,0.04776427859812975
15,0.04714714262634516
16,0.046322369560599326
17,0.045503585774451495
18,0.04599656914174557
19,0.04326321425102651
20,0.04427795863710344
21,0.04422321807965636
22,0.04094186342135072
23,0.037609274545684454
24,0.04087000993266702
25,0.03906021714955568
26,0.038640413733199236
27,0.038559573808684945
28,0.03823528980277479
29,0.03806744555942714
30,0.036379450511187315
31,0.037250659940764305
32,0.03269797432981431
33,0.03569239004328847
34,0.03580767996609211
35,0.03322649743966758
36,0.03443080211430788
37,0.032054345205426216
38,0.033511149678379294
39,0.03107579777389765
40,0.0315391369368881
41,0.030452471293509007
42,0.031367716385051606
43,0.028930095894262195
44,0.0320209235008806
45,0.030941985227167606
46,0.03033486282452941
47,0.030100514786317943
48,0.029823675263673067
49,0.028609072940424085
