epochs,loss
0,0.5695341607630253
1,0.12409061498939991
2,0.1292858806848526
3,0.0961612379848957
4,0.07962924773991108
5,0.07865425306558609
6,0.06974390992522239
7,0.06785942763835191
8,0.0704697608873248
9,0.06238025275617838
10,0.057108157001435754
11,0.05846037068217993
12,0.055313768707215785
13,0.048653979152441025
14,0.0494610829949379
15,0.05692058415710926
16,0.045131303075701
17,0.04788964577764273
18,0.046812340416014196
19,0.04414620881155133
20,0.04777228693664074
21,0.043961162976920605
22,0.04234235379472375
23,0.04559119296818972
24,0.04521277957037091
25,0.0461918767914176
26,0.040647905196994544
27,0.04117114310711622
28,0.04158007677644491
29,0.04237702340632677
30,0.037639141757041215
31,0.036426588125526904
32,0.03916543939709664
33,0.04107293736189604
34,0.03595460994914174
35,0.03976233195513487
36,0.033904125090688464
37,0.037181715350598096
38,0.03611609897017479
39,0.035970763348042965
40,0.037073339719325304
41,0.03537761715427041
42,0.03158762418851256
43,0.03336081257835031
44,0.03503540734574199
45,0.03495876176282763
46,0.032919970151036974
47,0.03373055803030729
48,0.030667875610291957
49,0.03606226040050387
