epochs,loss
0,0.47518088686466214
1,0.15568844825029374
2,0.1411375842690468
3,0.12058403095602989
4,0.10321096129715443
5,0.09784915638715029
6,0.09153698682785034
7,0.08973704118281603
8,0.08512335389107466
9,0.08351898318529129
10,0.07680774894356728
11,0.07546299289166927
12,0.07663126775622368
13,0.06956222248077393
14,0.07941335364431143
15,0.073953777551651
16,0.06654136065393686
17,0.05437700822204351
18,0.06457647631317377
19,0.05263647723942995
20,0.052421033807098866
21,0.050558892533183096
22,0.05009929700195789
23,0.04850840174406767
24,0.05389019188284874
25,0.04712385956197977
26,0.04859407689422369
27,0.04479311507195234
28,0.043674216635525225
29,0.042456250242888925
30,0.04576556947082281
31,0.04326047173142433
32,0.04539388667792082
33,0.04414802776277065
34,0.04325266981497407
35,0.04252754081040621
36,0.04073048284649849
37,0.03837425963953137
38,0.04429727452993393
39,0.04084696489572525
40,0.039352820716798305
41,0.04146718804910779
42,0.03885162901133299
43,0.039432576179504394
44,0.03841138042137027
45,0.03511048511788249
46,0.03668914440274239
47,0.036163028050214055
48,0.03772031965106726
49,0.03596438281238079
