epochs,loss
0,0.18210639580339194
1,0.09580300909280777
2,0.07640652279183269
3,0.07089766955003142
4,0.05745473281480372
5,0.05870987505093217
6,0.057635679464787246
7,0.05472067344933748
8,0.05101712235808373
9,0.05293834194540978
10,0.04772726500034332
11,0.049129359003156424
12,0.047889513876289126
13,0.04627211888879538
14,0.044869097884744406
15,0.04510356564633548
16,0.045476750049740076
17,0.03998433494195342
18,0.041637261372059586
19,0.04064635502174497
20,0.037290397727862
21,0.037429714499041436
22,0.037115550696849825
23,0.036597665913403035
24,0.03623873263038695
25,0.034039149921387436
26,0.03480223659425974
27,0.034661180108785626
28,0.03291270786896348
29,0.033068935217335824
30,0.03413107883371413
31,0.03310149373859167
32,0.03339361231029034
33,0.0321882592625916
34,0.032406663535162805
35,0.030859248435124755
36,0.03164323636703193
37,0.03097230117022991
38,0.030509773617610335
39,0.029198709309101106
40,0.031203035587444902
41,0.030345032496377825
42,0.02899062589928508
43,0.033500650353729726
44,0.029749336330220102
45,0.02933220284432173
46,0.028508035212755203
47,0.028595585344359277
48,0.027884543346241117
49,0.028022735361009837
