epochs,loss
0,0.4725914419591427
1,0.16865944972634314
2,0.1276032957881689
3,0.12582266730815173
4,0.1056900889351964
5,0.09756247118115426
6,0.0797268445417285
7,0.07944862269610166
8,0.08703614071011544
9,0.07921932558715343
10,0.08127061069756747
11,0.07214783952385187
12,0.07202645938843488
13,0.06869417247921228
14,0.06632353603839874
15,0.05851350945234299
16,0.05191166841983795
17,0.04968844918161631
18,0.05253043405711651
19,0.05119626700878143
20,0.05275972925126553
21,0.046855356179177764
22,0.04525963751971722
23,0.04522502536326647
24,0.04629298913478851
25,0.045236505530774594
26,0.045731379576027395
27,0.043856084547936915
28,0.044344790376722815
29,0.04046130611374974
30,0.04364211595058441
31,0.03986505527421832
32,0.040102985195815566
33,0.04283836647123098
34,0.03923151829093695
35,0.0388315322175622
36,0.038211171574890616
37,0.03893568486720324
38,0.04209395183622837
39,0.038533315397799014
40,0.035967326775193216
41,0.0365105168633163
42,0.036035253133624795
43,0.0379671398177743
44,0.03463607955724001
45,0.03346207888051868
46,0.03562585574015975
47,0.033467214021831754
48,0.03718656330555677
49,0.033820293430238964
